2.101725101470947266e+00,-8.031878471374511719e+00,-2.885553598403930664e+00,1.714235496520996094e+01,4.139249801635742188e+00,-4.718042910099029541e-01,-1.041167831420898438e+01,-3.909613847732543945e+00,1.119199943542480469e+01,-8.981875419616699219e+00,-1.057188987731933594e+01,-4.536846578121185303e-01,-5.957627773284912109e+00,-6.530546665191650391e+00,8.025005340576171875e+00,-1.561915302276611328e+01,3.728624105453491211e+00,-3.334139251708984375e+01,1.530686378479003906e+01,-1.252552127838134766e+01,-9.498584747314453125e+00,1.296022510528564453e+01,4.454220771789550781e+00,1.529720020294189453e+01,-1.133925724029541016e+01,1.750762176513671875e+01,8.824573516845703125e+00,5.075699806213378906e+00,-3.938965320587158203e+00,6.834580898284912109e+00
1.383525848388671875e+00,-6.182212352752685547e+00,-2.386650800704956055e+00,1.564306640625000000e+01,4.385624408721923828e+00,1.257718205451965332e+00,-9.038259506225585938e+00,-2.341206073760986328e+00,9.146403312683105469e+00,-9.717476844787597656e+00,-1.056873035430908203e+01,-3.655654489994049072e-01,-4.062117099761962891e+00,-5.852947711944580078e+00,7.244720935821533203e+00,-1.459179687500000000e+01,2.194917917251586914e+00,-3.081514549255371094e+01,1.480254364013671875e+01,-1.107595825195312500e+01,-8.243909835815429688e+00,1.292867088317871094e+01,5.619488239288330078e+00,1.416663646697998047e+01,-8.911249160766601562e+00,1.665077972412109375e+01,6.608404636383056641e+00,6.020765304565429688e+00,-3.511810064315795898e+00,5.662615299224853516e+00
2.146482467651367188e+00,-6.927134990692138672e+00,-2.475967168807983398e+00,1.658157539367675781e+01,6.246672630310058594e+00,1.346738576889038086e+00,-1.062845230102539062e+01,-3.788191795349121094e+00,1.264736652374267578e+01,-8.967705726623535156e+00,-1.117231178283691406e+01,-1.144006609916687012e+00,-6.397490024566650391e+00,-6.986695289611816406e+00,8.154729843139648438e+00,-1.563438796997070312e+01,4.620221138000488281e+00,-3.285303115844726562e+01,1.640339088439941406e+01,-1.274106884002685547e+01,-1.029651927947998047e+01,1.210618019104003906e+01,5.120153427124023438e+00,1.547192573547363281e+01,-1.148817920684814453e+01,1.918331527709960938e+01,9.206130027770996094e+00,5.329716205596923828e+00,-2.658318519592285156e+00,6.122470378875732422e+00
1.980129361152648926e+00,-9.020850181579589844e+00,-3.228737115859985352e+00,1.819218063354492188e+01,5.277081012725830078e+00,-5.358733534812927246e-01,-1.071064472198486328e+01,-3.175065994262695312e+00,1.328609561920166016e+01,-1.057749938964843750e+01,-1.257294082641601562e+01,-2.312256813049316406e+00,-6.146787643432617188e+00,-7.760677814483642578e+00,9.302284240722656250e+00,-1.466045475006103516e+01,4.559426307678222656e+00,-3.508526992797851562e+01,1.618514251708984375e+01,-1.202517032623291016e+01,-1.105888938903808594e+01,1.349456024169921875e+01,5.031403064727783203e+00,1.428070831298828125e+01,-1.067396354675292969e+01,1.897711372375488281e+01,9.632543563842773438e+00,6.789330005645751953e+00,-3.175899505615234375e+00,6.473196983337402344e+00
1.848984837532043457e+00,-7.558079242706298828e+00,-3.266252756118774414e+00,1.504031467437744141e+01,6.002305507659912109e+00,-2.036762952804565430e+00,-1.155365467071533203e+01,-4.509616374969482422e+00,1.338085842132568359e+01,-9.213102340698242188e+00,-9.313021659851074219e+00,-2.295994281768798828e+00,-6.355154514312744141e+00,-6.547419548034667969e+00,6.727475166320800781e+00,-1.534565353393554688e+01,6.186409473419189453e+00,-3.088015937805175781e+01,1.330341243743896484e+01,-1.130217456817626953e+01,-1.116950893402099609e+01,1.044150447845458984e+01,6.120237827301025391e+00,1.423304939270019531e+01,-1.134251880645751953e+01,1.867291831970214844e+01,6.626669406890869141e+00,2.941607952117919922e+00,-1.245748519897460938e+00,5.777557373046875000e+00
4.145433902740478516e-01,-7.547589778900146484e+00,-1.610077500343322754e+00,1.562361526489257812e+01,6.690948009490966797e+00,6.706589460372924805e-01,-1.150912284851074219e+01,-3.573358297348022461e+00,1.274258327484130859e+01,-8.830438613891601562e+00,-1.103061676025390625e+01,-1.542382359504699707e+00,-4.897567749023437500e+00,-7.432482242584228516e+00,8.802188873291015625e+00,-1.504775428771972656e+01,4.377751350402832031e+00,-3.148999786376953125e+01,1.493383598327636719e+01,-1.118747901916503906e+01,-1.074555969238281250e+01,1.172618961334228516e+01,6.436365127563476562e+00,1.643655967712402344e+01,-1.104820346832275391e+01,1.884173202514648438e+01,8.619636535644531250e+00,5.556899547576904297e+00,-2.038340568542480469e+00,6.208107948303222656e+00
2.466312408447265625e+00,-9.655877113342285156e+00,-2.517874717712402344e+00,1.650516510009765625e+01,5.075743675231933594e+00,1.093402385711669922e+00,-1.179410171508789062e+01,-4.733258247375488281e+00,8.207056045532226562e+00,-1.114871120452880859e+01,-1.585188961029052734e+01,-6.799663305282592773e-01,-4.827923774719238281e+00,-7.015998363494873047e+00,1.121504020690917969e+01,-1.495450210571289062e+01,2.558155775070190430e+00,-3.555936431884765625e+01,1.591136741638183594e+01,-1.111490345001220703e+01,-1.054738521575927734e+01,1.459506607055664062e+01,6.825539112091064453e+00,1.598526191711425781e+01,-6.256114959716796875e+00,1.876134681701660156e+01,8.495186805725097656e+00,1.136661338806152344e+01,-3.638643264770507812e+00,3.416203260421752930e+00
2.385952025651931763e-01,-9.541316032409667969e+00,-3.753611087799072266e+00,1.881849479675292969e+01,4.958108425140380859e+00,-3.927719593048095703e-01,-1.195201587677001953e+01,-3.252552032470703125e+00,1.128210163116455078e+01,-1.139574527740478516e+01,-1.384529972076416016e+01,-2.943381786346435547e+00,-5.439435482025146484e+00,-8.810005187988281250e+00,9.455614089965820312e+00,-1.370788955688476562e+01,3.999806165695190430e+00,-3.330430984497070312e+01,1.608497810363769531e+01,-9.519787788391113281e+00,-1.136284351348876953e+01,1.425592422485351562e+01,7.224172592163085938e+00,1.673059844970703125e+01,-9.779923439025878906e+00,2.097037696838378906e+01,8.871473312377929688e+00,9.986192703247070312e+00,-2.964988470077514648e+00,6.241452217102050781e+00
1.690074801445007324e+00,-8.402504920959472656e+00,-3.696599960327148438e+00,1.511776924133300781e+01,5.374808788299560547e+00,-1.760937094688415527e+00,-1.084490489959716797e+01,-3.752809286117553711e+00,1.284295368194580078e+01,-9.746913909912109375e+00,-8.000900268554687500e+00,-1.518731594085693359e+00,-6.639042377471923828e+00,-6.320562839508056641e+00,5.357363224029541016e+00,-1.364243602752685547e+01,6.734895706176757812e+00,-2.969548416137695312e+01,1.434288406372070312e+01,-9.846284866333007812e+00,-8.594165802001953125e+00,9.357651710510253906e+00,5.207097530364990234e+00,1.253993129730224609e+01,-1.059876918792724609e+01,1.854949378967285156e+01,6.411673069000244141e+00,1.848736524581909180e+00,-1.621453523635864258e+00,5.926683425903320312e+00
2.100103378295898438e+00,-9.038076400756835938e+00,-2.884780645370483398e+00,1.753516578674316406e+01,5.611860752105712891e+00,1.642471551895141602e-02,-1.078292846679687500e+01,-3.873615026473999023e+00,1.119967365264892578e+01,-1.155242347717285156e+01,-1.414699745178222656e+01,-1.794138669967651367e+00,-5.715591430664062500e+00,-7.014049053192138672e+00,9.167324066162109375e+00,-1.442111968994140625e+01,4.072944641113281250e+00,-3.509932708740234375e+01,1.543494606018066406e+01,-1.115856838226318359e+01,-1.149941444396972656e+01,1.561888217926025391e+01,5.224285125732421875e+00,1.484612178802490234e+01,-1.008525276184082031e+01,1.922314453125000000e+01,9.385456085205078125e+00,7.843364238739013672e+00,-3.530821084976196289e+00,6.050084590911865234e+00
