,importance score
LINC01409,0.07169176932899059
LINC01128,0.0447685258804344
NOC2L,0.00019029595950318344
HES4,0.3781907596288291
ISG15,0.392547618371284
C1orf159,0.33275840268122747
TNFRSF18,0.8553667145105888
TNFRSF4,0.7664972610011713
SDF4,0.009835292223633057
UBE2J2,0.005197026132058118
ACAP3,0.5807086427568383
INTS11,0.04145760851584977
DVL1,0.014683717862522332
AURKAIP1,0.01874572327045047
CCNL2,0.013759651227920323
MRPL20,0.036569699467492285
ATAD3B,0.4137753682792079
ATAD3A,0.6113782969750208
SSU72,0.023349530726643263
AL645728.1,0.012280287372598193
MIB2,0.11983414255274777
MMP23B,0.10129620943823464
CDK11B,0.0477460005333601
SLC35E2B,0.20969379171877328
CDK11A,0.09618405076162963
SLC35E2A,0.10494828583966864
NADK,0.004102105080315131
GNB1,1.6245337957806953
PRKCZ,0.2325788527229179
FAAP20,0.10838974837423446
SKI,1.3064815873295932
MORN1,0.17315633371316358
RER1,0.039054833476105916
PEX10,0.1108154549253557
PLCH2,0.03882161071599224
PANK4,0.01352666672169373
AL139246.5,0.206595728157127
TNFRSF14,0.08443649370484901
MEGF6,0.2899349796256777
TPRG1L,0.12358017484632813
WRAP73,0.25554139747501753
LRRC47,0.03757739215261736
CEP104,0.11489546471649452
DFFB,0.20798323526055795
C1orf174,0.21427976387639833
NPHP4,0.05783500606427423
KCNAB2,0.3998173511330592
RPL22,0.24525780281520831
ACOT7,0.27306686478205017
TNFRSF25,0.1172895769979127
NOL9,0.14771242831063236
ZBTB48,0.0773834535920499
KLHL21,0.10672446168461132
PHF13,0.1790746438726085
THAP3,0.045391008171387415
DNAJC11,0.057954800063631344
CAMTA1,0.46684538333384573
VAMP3,0.1341668397201564
PER3,0.46576753746285543
PARK7,0.3973406392489787
ERRFI1,0.07320122582054181
RERE,0.5781206843982001
ENO1,0.20183704361354723
H6PD,0.12146232333835405
SPSB1,0.02045799595668647
SLC25A33,0.11324256650766529
PIK3CD,0.3504808254603148
CLSTN1,0.06762637100784673
CTNNBIP1,0.02907649337417711
LZIC,0.01718000752762899
UBE4B,0.09601479751948114
KIF1B,0.17162654584871598
PGD,0.0726748000361038
DFFA,0.02534101767782552
PEX14,0.21382480995374675
CASZ1,0.2124370262712415
TARDBP,0.09339035535754188
SRM,0.007961599765197485
EXOSC10,0.13691409158159842
MTOR,0.2003025870425503
UBIAD1,0.012374107187978173
FBXO44,0.30553322681400175
MAD2L2,0.3479401890197834
AGTRAP,0.3398058388438536
MTHFR,0.1489257149306736
CLCN6,0.013596827403242678
AL021155.5,0.06634205226427337
KIAA2013,0.34349265556616193
PLOD1,0.04046988337687497
MFN2,0.29685042527630623
MIIP,0.027294268080914338
TNFRSF1B,0.033014699001903354
VPS13D,0.17146612297861688
DHRS3,0.2841391697684177
PRDM2,0.5036154101481418
KAZN,0.08718471829261769
EFHD2,0.0015237071857760712
CASP9,0.08383953806473375
DNAJC16,0.02477795308203584
DDI2,0.1725510206302718
PLEKHM2,0.5032232370655723
AL450998.2,0.6980841845605017
SPEN,0.31929370078221947
ZBTB17,0.17532334506067446
FBXO42,0.23781514344829502
SZRD1,0.49924688465268974
NECAP2,0.09703828119112366
CROCC,0.15010822537605858
ATP13A2,0.08541845792270074
SDHB,0.03177583208740715
PADI4,0.03375647155902474
RCC2,0.2378870647102019
ARHGEF10L,0.031771424432304
IFFO2,0.28614574285725725
UBR4,0.39299926563719306
EMC1-AS1,0.01578425288298004
EMC1,0.050883798596283815
AKR7A2,0.018619504138928218
CAPZB,1.3604926148692804
MICOS10,0.13186901465619252
AL031727.2,0.08717625938212854
NBL1,0.06173046129654282
TMCO4,0.30415981722046836
OTUD3,0.09543208405867835
CDA,0.02925011364810442
PINK1-AS,0.08824169118501335
DDOST,0.01764473482975103
HP1BP3,0.4526443700928957
EIF4G3,0.17208203437394595
ECE1,0.19526654289514062
USP48,0.4832254348389561
LINC00339,0.000603536889226677
CDC42,0.16425291749357981
CDC42-AS1,0.06710335237429553
CDC42-IT1,0.08953557016539433
ZBTB40,0.10948896695050638
KDM1A,0.20121119297451684
AL031428.1,0.044167553110188024
LUZP1,0.5302757535360005
HNRNPR,1.4739439492493545
ID3,0.17013982950583612
MDS2,0.30555509636459605
RPL11,0.27891494342651874
ELOA-AS1,0.19720045223242683
ELOA,0.584731896948167
PITHD1,0.22314569471086976
LYPLA2,0.29106528633541173
HMGCL,0.1627458065988712
CNR2,0.19122680051663132
PNRC2,0.14684707207686828
SRSF10,1.0818164620952204
IFNLR1,0.0733777886433291
NIPAL3,0.04037292884132167
RCAN3AS,0.0022502402630550683
RCAN3,1.0896880422282287
SRRM1,1.1868438445332952
CLIC4,0.04075685988385702
RUNX3,0.9978127962176832
SYF2,0.22326071848478266
RSRP1,0.3305135350163493
TMEM50A,0.4535323431874816
MACO1,0.04821027387939521
LDLRAP1,0.18895008242453
MAN1C1,0.8631658534924934
SELENON,0.10977708244677681
MTFR1L,0.08390308590143489
STMN1,0.3571245486590105
PAFAH2,0.00923246799728111
ZNF593,0.13738927903756917
CEP85,0.19518183762795235
SH3BGRL3,0.4775630790227177
UBXN11,0.019004798451804118
CD52,0.9306665720257947
DHDDS,0.03617223150557166
HMGN2,0.6457795817508862
RPS6KA1,0.08650037297804927
ARID1A,0.1676415838594234
ZDHHC18,0.35001060155791586
GPN2,0.04515986912346995
GPATCH3,0.017176224536944187
NUDC,0.21063055296470448
SLC9A1,0.40008659069305136
WDTC1,0.02238905222357563
TMEM222,0.02560434507655906
SYTL1,0.04419660989499263
WASF2,0.016008543988932707
AHDC1,0.030420915345492083
FGR,0.12331573278418587
IFI6,0.006525389120979398
FAM76A,0.20977715653306123
STX12,0.5773805635855
THEMIS2,0.1386561067629837
RPA2,0.2203483304801323
EYA3,0.0845885349753611
PTAFR,0.14781817199838113
DNAJC8,0.11550526785149123
ATP5IF1,0.4965984633150979
SESN2,0.001847287430139956
PHACTR4,0.4321866514970824
RCC1,0.24644175492122047
SNHG3,0.02336685850625704
TRNAU1AP,0.0713648423237415
SNHG12,0.052102123835133136
TAF12,0.10455615455825222
AL360012.1,0.2544978873370754
GMEB1,0.011153586425047952
YTHDF2,0.2908575402890722
EPB41,0.06509512164424179
SRSF4,0.5812531270013632
MATN1-AS1,0.007934454572137612
LAPTM5,0.46104466791669896
PUM1,0.043230855079641264
SNRNP40,0.040864357513447004
ZCCHC17,0.2468714237794908
PEF1,0.14385174314325547
AL136115.2,0.028661907703367646
PTP4A2,0.33592282753154556
KHDRBS1,1.4964077397281654
TMEM39B,0.14183828901993822
KPNA6,0.2217204606191474
TXLNA,0.1014595612863913
EIF3I,0.08933659756634983
LCK,0.08201424097333207
HDAC1,0.10921493908184055
MARCKSL1,0.0006450393062872365
FAM229A,0.038576755015034096
BSDC1,0.3556634021131697
ZBTB8OS,0.0048532751871757755
RBBP4,0.16644538511013118
YARS,0.6294709181661894
S100PBP,0.002438179240906618
RNF19B,0.33866528320147327
AK2,0.08454041413447673
TRIM62,0.01031577153241949
ZNF362,0.11341208216559998
PHC2,0.2489514479487875
SMIM12,0.0742173725155825
ZMYM6,0.15536570272710226
ZMYM1,0.036778919332181456
SFPQ,0.4175519382822094
ZMYM4,0.05204022716909071
KIAA0319L,0.36119414514107995
TFAP2E,0.12473285280423842
PSMB2,0.03430485164074188
AGO4,0.1823716187634187
AGO1,0.3257355268461534
AGO3,0.08794120191261769
ADPRHL2,0.05806596669166901
TRAPPC3,0.21014417816670877
MAP7D1,0.5093608669722512
THRAP3,0.47200652212439187
STK40,0.14627173028519294
MRPS15,0.2324837019673156
CSF3R,0.15716150406886314
ZC3H12A,0.1437998820635948
MEAF6,0.1524543171886819
SNIP1,0.32563776827544355
GNL2,0.1027420747509051
C1orf122,0.12382029733832527
MTF1,0.24211539464933035
INPP5B,0.16789218555377242
SF3A3,0.1373329910520451
RRAGC,0.04955487455527365
AL139260.1,0.06268736848901008
AKIRIN1,0.11309659888966016
NDUFS5,0.15574625011252985
MACF1,2.237663042211439
PABPC4,0.04327533500892373
PPIE,0.05438485724316626
MFSD2A,0.08912248345851542
CAP1,0.4821900632595396
PPT1,0.057617910104174296
RLF,0.18728794375015945
ZMPSTE24,0.05751484087745646
COL9A2,0.20267691883558073
SMAP2,0.2891894145120593
NFYC,0.010530051224328768
CITED4,0.03514299566489515
CTPS1,0.1618511163085235
SLFNL1-AS1,0.17328487736084258
SCMH1,0.05897739731817267
HIVEP3,0.35605331234918614
FOXJ3,0.9504846656600062
PPCS,0.00017594479933535564
PPIH,0.3069959966573181
YBX1,0.4202154710372038
P3H1,0.05479222207849678
C1orf50,0.07867958902922634
SLC2A1,0.31194483479853785
ELOVL1,0.13877886749389626
SZT2,0.02283778455922256
KDM4A,0.0142261342138599
ST3GAL3,0.4138386159273125
ATP6V0B,0.10649395207366319
DMAP1,0.006279329615706846
ERI3,0.0215512849759227
RNF220,0.13861484048768946
ARMH1,0.20705564397889323
RPS8,0.4787030172346423
PLK3,0.15354269727412
BTBD19,1.1748182042281619
PTCH2,0.2279280852816111
EIF2B3,0.023405069831631476
HECTD3,0.02715648546905339
ZSWIM5,0.10937315199012614
MUTYH,0.027820179711296106
TOE1,0.1035319325869079
TESK2,0.1472172014368979
PRDX1,0.11872243560961693
AKR1A1,0.3380990766221673
NASP,0.010068095611610761
GPBP1L1,0.12082242056195704
IPP,0.12183032558937645
MAST2,0.009356050396445341
POMGNT1,0.05706811619364941
LRRC41,0.4994273273078311
UQCRH,0.07006325764449321
NSUN4,0.01102603809659247
MKNK1,0.15483884291658437
EFCAB14,0.11292067053979514
CMPK1,0.09428699687192939
SPATA6,0.0017739189691048424
AGBL4,0.283609087410452
FAF1,0.2608765892936283
RNF11,0.060350284153815124
EPS15,0.7666883171899419
AC104170.1,0.21802593711785298
OSBPL9,0.9925325484097497
NRDC,0.04332310047000207
TXNDC12,0.10446876954483772
BTF3L4,0.27596975840007065
ZFYVE9,0.4150763247977217
CC2D1B,0.0626934272216351
PRPF38A,0.046144618105590285
TUT4,0.19639254864082564
SHISAL2A,0.06595155549543566
ZYG11B,0.0011577696142923758
ECHDC2,0.038817247856732226
SCP2,0.013800664866658359
CZIB,0.17111154330852354
MAGOH,0.2395587148722168
LRP8,0.127524839600189
NDC1,0.1279510838740937
YIPF1,0.045454557110690304
HSPB11,0.021294559691111697
TMEM59,0.2255060500420635
SSBP3,0.014253197343378331
USP24,0.40924030719390353
DAB1,0.16168800925393548
OMA1,0.26350947934731933
MYSM1,0.35742129558472585
JUN,0.4764468147136605
LINC01135,0.03361754616910818
FGGY,0.025990827087353594
HOOK1,0.9755173814576166
NFIA,0.044531592300227865
TM2D1,0.2661310520760273
PATJ,0.22038493786129368
USP1,0.12218056339985935
DOCK7,0.07671630762666683
ATG4C,0.22660879434073675
ALG6,0.026067859207759378
ITGB3BP,0.3778158611419943
EFCAB7,0.14779182226505322
PGM1,0.03973100822105346
ROR1,0.2250891965186312
CACHD1,0.017005409214234185
JAK1,3.288082463434097
PDE4B,0.01769765354770975
MIER1,0.06949859453462627
SLC35D1,0.9093250408289423
IL12RB2,0.18945227795758662
SERBP1,0.19657971631139884
GADD45A,0.14434287146474595
LRRC7,0.6365941267864614
LRRC40,0.01413454863452074
SRSF11,0.14144978052520862
ANKRD13C,0.16768055186120423
CTH,0.34832590471453495
ZRANB2,0.2990691163272705
TYW3,0.060424616088831366
RABGGTB,0.000654072432659106
ST6GALNAC3,0.20551004068861997
PIGK,0.2916448178747513
AK5,0.11420909512546219
AC118549.1,0.8224208685657781
USP33,0.07477543065307526
MIGA1,0.058836791985179535
FUBP1,0.13178100870850107
DNAJB4,0.022204394975852318
GIPC2,0.11687051527260184
AC103591.3,0.020363394198856143
IFI44L,0.22977298136684163
IFI44,0.15920475376099055
LINC01725,0.26712272750596944
PRKACB,0.0970099344072552
RPF1,0.0621226353049043
GNG5,0.020678942951053728
SPATA1,0.047144790586069976
CTBS,0.16992421517040532
SSX2IP,0.12408427437137316
MCOLN2,1.0454310252615997
C1orf52,0.08570128447456689
BCL10,0.14011142913036986
AL078459.1,0.06289415265251502
ZNHIT6,0.13645620362366973
ODF2L,0.5006357524893904
SH3GLB1,0.20052383179832073
SELENOF,0.06669653762497335
HS2ST1,0.08360864688891571
LMO4,0.04655198827908362
PKN2,0.6428695032904174
GTF2B,0.3791486487142285
KYAT3,0.0934010586133412
RBMXL1,0.2501000673809061
GBP3,0.010732844537556291
GBP1,0.15202314444468096
GBP2,0.1424529448733651
GBP4,0.1786749160742134
GBP5,0.31669463961648026
LRRC8B,0.2016777405399775
LRRC8C-DT,0.143211847982653
LRRC8C,0.017096139934634803
LRRC8D,0.10288697726222448
ZNF326,1.4160181479547154
ZNF644,0.018305055845091737
CDC7,0.002817867637749194
TGFBR3,0.3465046076375355
GLMN,0.014962123087296471
RPAP2,0.07825011936536445
GFI1,0.2859089386478162
EVI5,0.21998960011863655
RPL5,0.14527611403001262
DIPK1A,0.018918924869501606
MTF2,0.4104788373634718
TMED5,0.3445690402976408
CCDC18,0.2590415101795972
CCDC18-AS1,0.026597079139470896
DR1,0.02177212973994371
BCAR3,0.031190157146101925
DNTTIP2,0.002362284606426601
GCLM,0.007317096990381146
ABCD3,0.0139811913479635
PTBP2,0.1332843375008215
DPYD,0.7551248392852704
DPYD-AS1,0.26523990571113926
AGL,0.23185395921428603
SLC35A3,0.1666478750585752
MFSD14A,0.24290428141073012
AC093019.2,0.026619059286903266
SASS6,0.0017884647251439965
TRMT13,0.06037932206010287
DBT,0.02563294598091967
RTCA,0.018456830658430585
CDC14A,4.904970337172828
SLC30A7,0.6313336010351357
DPH5,0.24006257521008129
AC093157.1,0.06263887439497713
S1PR1,0.06752802859241165
RNPC3,0.584492126313078
AMY2B,0.38981864742109884
VAV3,0.5544781049423994
VAV3-AS1,0.2737425327453323
SLC25A24,0.11623868148676977
FAM102B,0.26309933784045664
PRPF38B,0.3647889835601962
STXBP3,0.10271063328061368
AKNAD1,0.31096882801121556
GPSM2,0.018475772074276007
CLCC1,0.21704763495672516
WDR47,0.02620494086640008
TAF13,0.5409477102341023
TMEM167B,0.025381430597234994
KIAA1324,0.8150847597164743
SARS,0.06372571593387986
SORT1,0.37334857414369227
PSMA5,0.3873234312367133
GNAI3,0.07215256148197227
AMPD2,0.24170806722316307
AHCYL1,0.1568661630504342
STRIP1,0.05725398101073393
KCNC4,0.16869976195928868
RBM15,0.08189801165622711
LAMTOR5-AS1,0.40678920796097756
LAMTOR5,0.1408731922285544
AL365361.1,0.0835762597668476
CD53,0.7542751224094686
LRIF1,0.18936470049634535
DRAM2,0.29218555191483575
CEPT1,0.09568202917774213
DENND2D,0.0021871417092818903
OVGP1,0.018363416764138992
ATP5PB,0.10213302158213636
C1orf162,0.24528474877268744
RAP1A,0.06771016912277585
INKA2,0.17065323323610393
DDX20,0.004390361478913787
ST7L,0.03495914852206907
CAPZA1,0.32491311098287856
MOV10,0.02912051515824672
RHOC,0.0019420580676958194
SLC16A1,0.05650560625305815
SLC16A1-AS1,0.24056954618094542
LRIG2,0.0728918133321276
MAGI3,0.48982735947081957
PHTF1,0.007192976494186119
RSBN1,0.060233846240996716
AL137856.1,0.021573842333560238
PTPN22,0.11208910426906148
AP4B1-AS1,0.21097841960379315
AP4B1,0.8661877006249218
HIPK1-AS1,0.10390020629271478
HIPK1,0.025365086133641485
TRIM33,0.3648080823979267
BCAS2,0.2681044469230468
DENND2C,0.13400388878909783
NRAS,0.015192039310163065
CSDE1,0.1788379124570163
SIKE1,0.34388092161646805
SLC22A15,0.11449548465419035
ATP1A1,0.4849531305363522
ATP1A1-AS1,0.22038441595838132
CD58,0.011024197805141658
CD2,2.2664558280803235
TTF2,0.16009777935988725
MAN1A2,0.41016180112538314
TENT5C,0.18698155258757873
GDAP2,0.32882900819735206
WDR3,0.20010666340892522
WARS2,0.08477185236992642
WARS2-AS1,0.2152090489721309
NOTCH2,0.30517443859402155
SEC22B,0.16211816126034867
NBPF26,0.05375207792495685
AC253572.2,0.04175714559671237
LINC00623,0.18888393476776835
SRGAP2C,0.3748803676096986
LINC02798,0.4928104633109681
LINC02591,0.075495741633089
NBPF15,0.1443573139241383
SRGAP2B,0.07085637781294622
AC245014.3,0.024591536136840543
NBPF20,0.050973232550669045
GPR89A,0.1254901216870254
RNF115,0.1252424655527216
POLR3C,0.19663732974631495
PIAS3,0.14367594266199943
RBM8A,0.012301663762679866
LIX1L-AS1,0.23703162352284982
LIX1L,0.03162624586587383
POLR3GL,0.07996044484272978
TXNIP,0.08643670240635008
AC239799.2,0.11251276899338285
NBPF10,0.3787430873712403
AC245407.2,0.020012444412283645
NBPF12,0.019917974040284236
PRKAB2,0.06804604488090328
AC242426.2,0.3086032239713627
GPR89B,0.07765937106290417
NBPF11,0.07290996843346238
LINC01138,0.06943443014063044
NBPF14,0.1914074972270519
PDE4DIP,0.0018291027182939853
NBPF9,0.26227737829146563
AC245297.3,0.06746860321457175
NOTCH2NLC,0.14428495220512624
NBPF19,0.24052121599701806
HIST2H2BF,0.6693425274873871
HIST2H2AA4,0.10796828922407006
HIST2H4B,0.13818572485609384
HIST2H2BE,0.06873373633151125
