,importance score
LINC01409,0.01613390863304995
LINC01128,0.01296876839904141
NOC2L,5.654819703686553e-05
HES4,0.08105668751937709
ISG15,0.10395764749272993
C1orf159,0.09210113299103667
TNFRSF18,0.3532569078317811
TNFRSF4,0.11657276006062002
SDF4,0.0024040567040739583
UBE2J2,0.0016776637535286768
ACAP3,0.14872900228797667
INTS11,0.010061859116796424
DVL1,0.0029571587002915917
AURKAIP1,0.005448029572311334
CCNL2,0.0024329747459818363
MRPL20,0.010709237160996596
ATAD3B,0.14819577849861046
ATAD3A,0.11090748967714784
SSU72,0.0057405139399745115
AL645728.1,0.0029752985483560055
MIB2,0.03357106934428861
MMP23B,0.020366860739319002
CDK11B,0.008951287057478738
SLC35E2B,0.07207156971404313
CDK11A,0.037678776628566
SLC35E2A,0.015081026743013355
NADK,0.0005481263452400285
GNB1,0.15884611947483004
PRKCZ,0.02801394364907457
FAAP20,0.02433105020921368
SKI,0.2677425318403728
MORN1,0.049114687392327855
RER1,0.012495654314466823
PEX10,0.020674546782383004
PLCH2,0.016811299343994397
PANK4,0.002333579167308817
AL139246.5,0.06350011898454444
TNFRSF14,0.015084912933107781
MEGF6,0.04299037000507074
TPRG1L,0.034364947618714226
WRAP73,0.10429804303563962
LRRC47,0.009573083089143614
CEP104,0.02295739698471898
DFFB,0.03083518204370168
C1orf174,0.06085306679119536
NPHP4,0.012024051416432141
KCNAB2,0.20785613669595696
RPL22,0.03468676323912096
ACOT7,0.07087684035979648
TNFRSF25,0.009947481320049767
NOL9,0.04492759888630032
ZBTB48,0.027063251444007758
KLHL21,0.02079421103930274
PHF13,0.042094034402885325
THAP3,0.009399848574239627
DNAJC11,0.03162293143478513
CAMTA1,0.04484079655969743
VAMP3,0.03430363910481893
PER3,0.11824505638471955
PARK7,0.03414078516340135
ERRFI1,0.019311510443673914
RERE,0.18725067963045586
ENO1,0.026332722833855543
H6PD,0.020088879999885293
SPSB1,0.00394400855807581
SLC25A33,0.03703428202164433
PIK3CD,0.05200936190547218
CLSTN1,0.009916691541173831
CTNNBIP1,0.008463210720187178
LZIC,0.0022010343882036343
UBE4B,0.06283746830995675
KIF1B,0.09200672836264198
PGD,0.028174531433273784
DFFA,0.005637746556834533
PEX14,0.12918444129222578
CASZ1,0.06068410346471036
TARDBP,0.02092463251927311
SRM,0.0015034874812860923
EXOSC10,0.02588477897088651
MTOR,0.042051320100001864
UBIAD1,0.00415266399165099
FBXO44,0.050013357550560016
MAD2L2,0.06955713430794123
AGTRAP,0.0836680120689218
MTHFR,0.06149689985058063
CLCN6,0.0019295036122995194
AL021155.5,0.02474861467913396
KIAA2013,0.09836070081859102
PLOD1,0.005858883917672718
MFN2,0.18172630407795
MIIP,0.008229377081237317
TNFRSF1B,0.014359117826728517
VPS13D,0.09004423842543884
DHRS3,0.11646707066379598
PRDM2,0.10815737810017555
KAZN,0.014721397585536786
EFHD2,0.00047338724384384515
CASP9,0.01856060010121003
DNAJC16,0.004902667918275759
DDI2,0.04288899522261438
PLEKHM2,0.16316007801099142
AL450998.2,0.08461233660446338
SPEN,0.11563534946661866
ZBTB17,0.04177302138331296
FBXO42,0.08017093671870121
SZRD1,0.09696415208386744
NECAP2,0.025489624122723258
CROCC,0.019334102692180367
ATP13A2,0.01662724571155268
SDHB,0.008370612563721612
PADI4,0.010061650560188703
RCC2,0.05728792686733179
ARHGEF10L,0.008749198320994129
IFFO2,0.06452422179432757
UBR4,0.06992090601432559
EMC1-AS1,0.002425634679504881
EMC1,0.008778942733834099
AKR7A2,0.005841688641071457
CAPZB,0.10702266011618718
MICOS10,0.021354965809256696
AL031727.2,0.017484304908389054
NBL1,0.009822757065308088
TMCO4,0.07482902421638367
OTUD3,0.02109450485688373
CDA,0.007665349669922943
PINK1-AS,0.00786817918163157
DDOST,0.0048943514639964445
HP1BP3,0.07996591709984596
EIF4G3,0.13093318352243685
ECE1,0.020320887678347326
USP48,0.06633125116705628
LINC00339,0.00013979910444580261
CDC42,0.04378776818123367
CDC42-AS1,0.011479543458644513
CDC42-IT1,0.015373806509852754
ZBTB40,0.019223003325410687
KDM1A,0.03557720806506299
AL031428.1,0.011108092654734973
LUZP1,0.13632063010469767
HNRNPR,0.28663711800354036
ID3,0.02363256956945097
MDS2,0.060198111467932844
RPL11,0.030443022661691917
ELOA-AS1,0.025498582676487445
ELOA,0.14270236715409423
PITHD1,0.04711386535999669
LYPLA2,0.0562347466296721
HMGCL,0.03679454610998424
CNR2,0.03852487468874071
PNRC2,0.023426582983101407
SRSF10,0.2110535945391338
IFNLR1,0.016552356374126616
NIPAL3,0.011735816137292014
RCAN3AS,0.00043605736369895984
RCAN3,0.05313697870531697
SRRM1,0.14424215616005998
CLIC4,0.008787601453934354
RUNX3,0.6439389380310739
SYF2,0.03493074918920364
RSRP1,0.08191028288491778
TMEM50A,0.0800676921502191
MACO1,0.005989831568101127
LDLRAP1,0.03091147545460287
MAN1C1,0.1200485984174017
SELENON,0.032772161786364565
MTFR1L,0.016555879747296002
STMN1,0.07482776288603836
PAFAH2,0.0030897238697718777
ZNF593,0.03490565994600967
CEP85,0.037066542039582685
SH3BGRL3,0.06365586706019273
UBXN11,0.0030337667695448023
CD52,0.09337027069166293
DHDDS,0.006499342589512649
HMGN2,0.14377551526829319
RPS6KA1,0.026639661570794483
ARID1A,0.04140604616835112
ZDHHC18,0.05920430109798723
GPN2,0.00800506773972613
GPATCH3,0.0027895247588406525
NUDC,0.047947864924119135
SLC9A1,0.08707015282528853
WDTC1,0.006122177276314453
TMEM222,0.007152708986908984
SYTL1,0.014665185220681557
WASF2,0.004992152463339014
AHDC1,0.005250785276072618
FGR,0.05386065021943125
IFI6,0.001064238961286336
FAM76A,0.03044230683522278
STX12,0.116303267047846
THEMIS2,0.14132602017804466
RPA2,0.046274499202904454
EYA3,0.039759059100313875
PTAFR,0.013750711890507852
DNAJC8,0.02678385175965346
ATP5IF1,0.09493274382037642
SESN2,0.0002693003737229791
PHACTR4,0.07711060511268814
RCC1,0.09342940930034638
SNHG3,0.003779496181677259
TRNAU1AP,0.020011721356295312
SNHG12,0.017148951975975643
TAF12,0.023736321052784032
AL360012.1,0.06345883033826921
GMEB1,0.0029954207501158544
YTHDF2,0.08121212227854334
EPB41,0.009685033550054805
SRSF4,0.08918815344049565
MATN1-AS1,0.0017963659664874212
LAPTM5,0.07499521850759161
PUM1,0.008697859811818443
SNRNP40,0.0038767315668545594
ZCCHC17,0.05630305738129229
PEF1,0.025037019933903334
AL136115.2,0.010425114300671369
PTP4A2,0.10306251126868657
KHDRBS1,0.2738389224326296
TMEM39B,0.02971933049101169
KPNA6,0.03136231259140595
TXLNA,0.014536074140123983
EIF3I,0.014291773099066396
LCK,0.005936827449180705
HDAC1,0.027410676459029056
MARCKSL1,0.00017852937607926484
FAM229A,0.004663799183744819
BSDC1,0.05203090569469803
ZBTB8OS,0.00191682856241402
RBBP4,0.041053214774283156
YARS,0.21215810282336858
S100PBP,0.000490981490544494
RNF19B,0.04556884590208223
AK2,0.023368261790009122
TRIM62,0.0026030220682263763
ZNF362,0.02178762917409613
PHC2,0.02956265209642007
SMIM12,0.014034938471251202
ZMYM6,0.02915402257402535
ZMYM1,0.009836577378661872
SFPQ,0.07381038335334794
ZMYM4,0.012777379508289902
KIAA0319L,0.08749735611761987
TFAP2E,0.023593940267251656
