,importance score
LINC01409,0.0002657433916190641
LINC01128,3.096133146698928e-05
NOC2L,3.572070711759834e-07
HES4,0.0018036150708018758
ISG15,0.0011809519914445128
C1orf159,0.0006651964569134869
TNFRSF18,0.0006410919032319095
TNFRSF4,0.0012051885868309767
SDF4,2.2831571175349983e-05
UBE2J2,4.214065957763161e-06
ACAP3,0.0013271390337762955
INTS11,5.198322261193812e-05
DVL1,1.0852350528325247e-05
AURKAIP1,2.226358707650424e-05
CCNL2,6.607714598629355e-06
MRPL20,5.744478145170589e-05
ATAD3B,0.00036261395402796776
ATAD3A,0.0006833042385676662
SSU72,2.9665386925472146e-05
AL645728.1,2.7776684886858367e-05
MIB2,0.0001772355019876721
MMP23B,0.00010295083875796519
CDK11B,3.565410611801329e-05
SLC35E2B,0.0002897130320750482
CDK11A,7.979218928522052e-05
SLC35E2A,6.611572239007774e-05
NADK,3.7864703035021944e-06
GNB1,0.004604816787141627
PRKCZ,0.0001590486795733535
FAAP20,0.00035777373879654714
SKI,0.00037154203688690194
MORN1,0.00039924887599578204
RER1,2.944435179791143e-06
PEX10,0.00022617127402034873
PLCH2,3.178798645825259e-05
PANK4,1.4975631599578719e-05
AL139246.5,9.13492731604096e-05
TNFRSF14,4.640129466551336e-05
MEGF6,0.00024139092731526772
TPRG1L,9.737940982102876e-05
WRAP73,0.0005690008809986199
LRRC47,6.55893115153435e-05
CEP104,0.00010253601081742723
DFFB,0.00041465014508803167
C1orf174,0.0010319179836040502
NPHP4,3.3182579600038207e-05
KCNAB2,0.0008067380694646184
RPL22,8.032181965964402e-05
ACOT7,0.00039770182710150066
TNFRSF25,9.477143318468806e-05
NOL9,3.589430462198083e-05
ZBTB48,0.00031253530492797747
KLHL21,0.00010657468578154273
PHF13,0.000653038161535957
THAP3,2.593617067763269e-05
DNAJC11,7.722212438430413e-05
CAMTA1,1.826938968577271e-05
VAMP3,0.00011966991596963198
PER3,0.0013978111501806167
PARK7,0.0005101056360592174
ERRFI1,3.598116683156324e-05
RERE,0.00026264588622797923
