,importance score
LINC01409,0.00010104280181744734
LINC01128,0.00023825090033704316
NOC2L,9.471550011296806e-07
HES4,0.002243366166149886
ISG15,0.0006065057177822859
C1orf159,0.0008344093026607107
TNFRSF18,0.015042423796381649
TNFRSF4,0.0012786206527985859
SDF4,6.742317703202194e-05
UBE2J2,5.392278157714811e-07
ACAP3,0.0030746339209936887
INTS11,0.00010867161402713008
DVL1,3.3584912802077375e-05
AURKAIP1,0.00010794772658433029
CCNL2,9.652547391518415e-06
MRPL20,2.5199725893360354e-05
ATAD3B,0.000229376396081663
ATAD3A,0.003889316463073697
SSU72,6.186346355758225e-05
AL645728.1,6.963712115452151e-05
MIB2,0.0011431790756407099
MMP23B,0.00018666158002331493
CDK11B,6.54522493923251e-05
SLC35E2B,0.0008515010333901508
CDK11A,0.00011877048242022158
SLC35E2A,0.0002036233438657035
NADK,2.5250981652715394e-05
GNB1,0.0037036964603739215
PRKCZ,0.0008360944523926236
FAAP20,0.0001549187895488609
SKI,0.003202555413547758
MORN1,0.00028308520722368665
RER1,1.3787091440772098e-05
PEX10,0.0004099740202692685
PLCH2,0.0002065022250356854
PANK4,3.7977709543079205e-05
AL139246.5,0.000526126417031938
TNFRSF14,3.257385834162453e-05
MEGF6,0.004320738721414634
TPRG1L,0.0005367925324673982
WRAP73,0.0008432095793950968
LRRC47,0.00016455736986097696
CEP104,0.0002058919996899988
DFFB,0.001078058083054965
C1orf174,0.00032555226523993603
NPHP4,1.9246004257770374e-05
KCNAB2,0.0005824519875124689
RPL22,0.004340813372555117
ACOT7,0.000879539261261967
TNFRSF25,0.00013661691559077992
NOL9,0.0004734016123503389
ZBTB48,0.00028462953859797243
KLHL21,0.00013398304778019303
PHF13,0.0016748430767441265
THAP3,0.00012505235697973823
DNAJC11,0.0002909496042808982
CAMTA1,0.0008253831658338977
VAMP3,0.0007743696203984065
PER3,0.0015857989017681441
PARK7,0.00019177902388288902
ERRFI1,0.00010735579373599513
RERE,0.006798981795596289
ENO1,0.0021849966269322438
H6PD,0.0003949346380503497
SPSB1,8.326670592769554e-05
SLC25A33,0.00014941711139385846
PIK3CD,0.0005133365715522428
CLSTN1,0.00015587792255500888
CTNNBIP1,0.0002817526018099854
LZIC,4.814347017464724e-05
UBE4B,0.003115267864713495
KIF1B,0.00019393908320702473
PGD,0.00024048225497058068
DFFA,0.00013490322745927428
PEX14,0.003936035389117043
CASZ1,0.0009138108864601327
TARDBP,0.00011975792192043288
SRM,2.6498510212131663e-06
EXOSC10,0.0006933819370923423
MTOR,0.0006225602686282107
UBIAD1,7.963176324452857e-05
FBXO44,0.0007080358460892745
MAD2L2,0.0010341419227427404
AGTRAP,0.0012490346109101257
MTHFR,0.00033363360550233394
CLCN6,3.768531836381576e-05
AL021155.5,0.00011152397118707787
KIAA2013,0.0008101575932789827
PLOD1,6.66258917321631e-05
MFN2,0.0015274870503584324
MIIP,7.757581354688501e-05
TNFRSF1B,0.00014097469672174782
VPS13D,8.718473952282367e-05
DHRS3,0.00011481000023195811
PRDM2,0.0025144784230473217
KAZN,0.0001838658476019843
EFHD2,4.7299473562046335e-06
CASP9,0.0003781318867023947
DNAJC16,0.0001660142717472192
DDI2,0.0008199548991484055
PLEKHM2,0.00653594909598225
AL450998.2,0.0022496962614581167
SPEN,0.0005823875773649274
ZBTB17,0.00017299995879303413
FBXO42,0.001556941228181414
SZRD1,0.00045150188616742003
NECAP2,6.064325258042204e-05
CROCC,0.00016519249939465845
ATP13A2,0.0002357930656545099
SDHB,0.0001503258084087632
PADI4,6.356864559985762e-05
RCC2,0.0002047138350893833
ARHGEF10L,5.88731112303051e-05
IFFO2,0.0002738889136191921
UBR4,0.00046762390118705566
EMC1-AS1,0.00010336196545153757
EMC1,0.00048598305716464904
AKR7A2,4.0437035200330334e-05
CAPZB,4.790077644017684e-05
MICOS10,0.0003877287642066483
