,importance score
LINC01409,0.10163137579634661
LINC01128,0.06060207152375639
NOC2L,0.00028568125655466063
HES4,0.3367243670704471
ISG15,0.6040569761037232
C1orf159,0.48031983654476573
TNFRSF18,1.2647889477068048
TNFRSF4,0.6295902138764814
SDF4,0.008137913968220577
UBE2J2,0.011008782189067295
ACAP3,0.5041722299027941
INTS11,0.08040699878464883
DVL1,0.023216817365927633
AURKAIP1,0.02527718880777777
CCNL2,0.011815038453114981
MRPL20,0.05889630918171278
ATAD3B,0.4540130448387314
ATAD3A,0.8094536661160415
SSU72,0.03089386071706185
AL645728.1,0.015234501754181402
MIB2,0.16008972515795203
MMP23B,0.10210631172604355
CDK11B,0.048301155232852
SLC35E2B,0.4280692824543442
CDK11A,0.20300666309923945
SLC35E2A,0.10605221622785156
NADK,0.005711695174299754
GNB1,1.144957259524361
PRKCZ,0.21190963088816098
FAAP20,0.11401224935377922
SKI,1.0740297675802941
MORN1,0.2749885533348529
RER1,0.045801280402460225
PEX10,0.12323687660853908
PLCH2,0.12184229897579163
PANK4,0.01698161576280025
AL139246.5,0.3202021545363024
TNFRSF14,0.0763614289345124
MEGF6,0.3602614219766255
TPRG1L,0.15052311288138562
WRAP73,0.3627288395816789
LRRC47,0.04140421921660463
CEP104,0.07428187859709663
DFFB,0.2651670925810826
C1orf174,0.26500692000815484
NPHP4,0.09556732057771705
KCNAB2,0.6877193205527544
RPL22,0.34855568615750515
ACOT7,0.2643369741756886
TNFRSF25,0.11015667686366454
NOL9,0.28371267185671417
ZBTB48,0.20004442045206192
KLHL21,0.10023733857134874
PHF13,0.33696387731387467
THAP3,0.045996055999785186
DNAJC11,0.10602632741623257
CAMTA1,0.48468971542692063
VAMP3,0.18102886879458635
PER3,0.6673330353337183
PARK7,0.34113454521804476
ERRFI1,0.09436423741034433
RERE,0.796076721584292
ENO1,0.15216794441572584
H6PD,0.12453300924419922
SPSB1,0.024908155959188976
SLC25A33,0.13573855133448987
PIK3CD,0.8305727661899648
CLSTN1,0.10297822739343086
CTNNBIP1,0.03482528824364411
LZIC,0.019471301978192735
UBE4B,0.13344737594948586
KIF1B,0.16864097824830615
PGD,0.11491496765087096
DFFA,0.051622807005322874
PEX14,0.448443482081268
CASZ1,0.26261768886406134
TARDBP,0.09822591839854264
SRM,0.010482502274335566
EXOSC10,0.18513067094752658
MTOR,0.13208565514371864
UBIAD1,0.016542389462259166
FBXO44,0.37076144362138247
MAD2L2,0.4573205358613822
AGTRAP,0.4295518546679682
MTHFR,0.17744835376763515
CLCN6,0.014729030717262578
AL021155.5,0.10375009774311256
KIAA2013,0.4814102748553335
PLOD1,0.04414092109022903
MFN2,0.39300141645049813
MIIP,0.039292566284202
TNFRSF1B,0.017630590653668995
VPS13D,0.33784676495510224
DHRS3,0.16451848147202355
PRDM2,0.4610113149532574
KAZN,0.07992387351263867
EFHD2,0.00220536245157045
CASP9,0.10368896880471713
DNAJC16,0.02558383265566838
DDI2,0.19414079130154885
PLEKHM2,0.7061868807973113
AL450998.2,0.7992780820287688
SPEN,0.3704653385982707
ZBTB17,0.1449491582722679
FBXO42,0.345250771562824
SZRD1,0.47609477025671804
NECAP2,0.09303802411011189
