,importance score
LINC01409,0.06062621349710147
LINC01128,0.02236837763135817
NOC2L,0.00013891533805061127
HES4,0.2234129377698024
ISG15,0.24430779732118107
C1orf159,0.5112159893537566
TNFRSF18,0.6048503396929458
TNFRSF4,0.3545392033366967
SDF4,0.004506337450981582
UBE2J2,0.015137904166130317
ACAP3,0.2436276059676668
INTS11,0.03045981978807056
DVL1,0.009085250285891215
AURKAIP1,0.011737545024067774
CCNL2,0.0031958525634142856
MRPL20,0.03272505570595848
ATAD3B,0.2117658910256797
ATAD3A,0.36845184834351274
SSU72,0.018924822806399216
AL645728.1,0.007108379590487106
MIB2,0.05217905933272704
MMP23B,0.04854327537125886
CDK11B,0.025769977957216205
SLC35E2B,0.21905653680009896
CDK11A,0.040064796863322774
SLC35E2A,0.05106871833711825
NADK,0.0046046164687679955
GNB1,0.4523295267162618
PRKCZ,0.0808579514136207
FAAP20,0.07518706699599796
SKI,0.6271675387436554
MORN1,0.15481017824896007
RER1,0.07164725190463042
PEX10,0.052734747453792245
PLCH2,0.02788827396606191
PANK4,0.005848722273893989
AL139246.5,0.179933844623226
TNFRSF14,0.1314276522611604
MEGF6,0.1401246440803574
TPRG1L,0.0851971960762525
WRAP73,0.36131801894501553
LRRC47,0.02413620582371076
CEP104,0.0518519835546312
DFFB,0.13205140560967324
C1orf174,0.16645009173374417
NPHP4,0.026701064240275428
KCNAB2,0.46052817176169625
RPL22,0.10026725204434281
ACOT7,0.20009834096115525
TNFRSF25,0.03699150364585495
NOL9,0.06714624038933559
ZBTB48,0.06236371028394341
KLHL21,0.05655577566828847
PHF13,0.15926771939862258
THAP3,0.026898174441685022
DNAJC11,0.04142259852157315
CAMTA1,0.17437758151184965
VAMP3,0.19590514707133608
PER3,0.4500131192400473
PARK7,0.2132660668474509
ERRFI1,0.060017132821452664
RERE,0.2952070419460482
ENO1,0.13849872436101565
H6PD,0.0734963447221001
SPSB1,0.017006766707946108
SLC25A33,0.10862762581431959
PIK3CD,0.1371877256371801
CLSTN1,0.03401118945952106
CTNNBIP1,0.026761024776904774
LZIC,0.008503958186400332
UBE4B,0.09970674756693157
KIF1B,0.30067844826982254
PGD,0.07504044291434188
DFFA,0.022566117651258575
PEX14,0.11430665307114665
CASZ1,0.08412339489644939
TARDBP,0.036410180896017996
SRM,0.005980852554346966
EXOSC10,0.08282076966278985
MTOR,0.10933008685575546
UBIAD1,0.012207664969738881
FBXO44,0.15246168518505862
MAD2L2,0.13587547548306458
AGTRAP,0.21459573003062105
MTHFR,0.18850290896946953
CLCN6,0.009934172521655947
AL021155.5,0.03798058822293054
KIAA2013,0.25417198406333097
PLOD1,0.034359351022570914
MFN2,0.29076501746494055
MIIP,0.021317635429709065
TNFRSF1B,0.07940637114784446
VPS13D,0.2443538627940538
DHRS3,0.044384043209395804
PRDM2,0.34117598179899555
KAZN,0.054511540464322196
EFHD2,0.0011347324946931157
CASP9,0.06158593330175737
DNAJC16,0.026067491570995284
DDI2,0.09320382068020588
PLEKHM2,0.44179451963067096
AL450998.2,0.38958968121831405
SPEN,0.1963550847306155
ZBTB17,0.10311913496993605
FBXO42,0.18425304282011667
SZRD1,0.22305923353102786
NECAP2,0.06933137660885412
CROCC,0.0729065359764299
ATP13A2,0.03374944866067507
SDHB,0.01911769465524964
PADI4,0.04330144820292534
RCC2,0.13845901351522416
ARHGEF10L,0.07421013244258569
IFFO2,0.12596331644967443
UBR4,0.1674802545741174
EMC1-AS1,0.01000726162962034
EMC1,0.038791560417105936
AKR7A2,0.012442184646689869
CAPZB,0.8167122865484119
MICOS10,0.048719672386118074
AL031727.2,0.03875832020770736
NBL1,0.023394167104060337
TMCO4,0.14377127152116495
OTUD3,0.04433999766358843
CDA,0.020206997993127536
PINK1-AS,0.051516093825379854
DDOST,0.013242999466513755
HP1BP3,0.18230523915128052
EIF4G3,0.28779534280624536
ECE1,0.13556307848389082
USP48,0.18142248485395826
LINC00339,0.00039813441299994167
CDC42,0.0677926571903877
CDC42-AS1,0.02883871023227007
CDC42-IT1,0.04126141274278621
ZBTB40,0.056241607884436745
KDM1A,0.1073121764951609
AL031428.1,0.027613067457046704
LUZP1,0.08944257823480507
HNRNPR,1.4830835460380785
ID3,0.09512270637562165
MDS2,0.14079659868287836
RPL11,0.17120725682620916
ELOA-AS1,0.09056604489468086
ELOA,0.22398638043633085
PITHD1,0.33148170375858627
LYPLA2,0.15892149688198293
HMGCL,0.08166990146121332
CNR2,0.1148940406961669
PNRC2,0.0720756458425545
SRSF10,0.2765078804735998
IFNLR1,0.06218780978486251
NIPAL3,0.01948505759435746
RCAN3AS,0.0007604214395765763
RCAN3,0.2324248389021563
SRRM1,0.7943339116234728
CLIC4,0.026480616097576435
RUNX3,0.21924925367374015
SYF2,0.08533327666119465
RSRP1,0.10009803536378341
TMEM50A,0.32935204674071217
MACO1,0.020981404623164546
LDLRAP1,0.12622300079476587
MAN1C1,0.2207229709062573
SELENON,0.07733252859787913
MTFR1L,0.05402995958351487
STMN1,0.19723257634630062
PAFAH2,0.005223536434437783
ZNF593,0.08757205408544146
CEP85,0.08004762781816585
SH3BGRL3,0.22713939192775948
UBXN11,0.008194486001477893
CD52,0.2929869242054593
DHDDS,0.021377568034691576
HMGN2,0.10272773586337397
RPS6KA1,0.07457187058318282
ARID1A,0.07175800477562402
ZDHHC18,0.07956463662407635
GPN2,0.02050706498599861
GPATCH3,0.010559612494716982
NUDC,0.12695012622898394
SLC9A1,0.2988870489075824
WDTC1,0.013963113469760613
TMEM222,0.020859701235542406
SYTL1,0.01643920924168435
WASF2,0.03521788134590778
AHDC1,0.013527077202280493
FGR,0.4880288040964358
IFI6,0.0032530172449313885
FAM76A,0.09484318985145943
STX12,0.5693170033595366
THEMIS2,0.12454600251121657
RPA2,0.1179679462202957
EYA3,0.055734909038138936
PTAFR,0.294606897927862
DNAJC8,0.07225681807452573
ATP5IF1,0.15142179727564703
SESN2,0.0011612665186286717
PHACTR4,0.2835783458259114
RCC1,0.18341462788513893
SNHG3,0.00885713711152404
TRNAU1AP,0.04442802494232535
SNHG12,0.040641961127669726
TAF12,0.07747713620415782
AL360012.1,0.10632366508575654
GMEB1,0.005455619400143482
YTHDF2,0.17616724754756638
EPB41,0.0255434406784407
SRSF4,0.26968392407010927
MATN1-AS1,0.004679334137786421
LAPTM5,1.222626896054898
PUM1,0.03196290598908519
SNRNP40,0.012763542145437333
ZCCHC17,0.09425918990536498
PEF1,0.116647732046869
AL136115.2,0.0195324458155328
PTP4A2,0.24648554964803196
KHDRBS1,0.4682937636057031
TMEM39B,0.1010502621653625
KPNA6,0.10599646496551296
TXLNA,0.04165613730590363
EIF3I,0.036670523283135234
LCK,0.017371011894152695
HDAC1,0.06554579872635888
MARCKSL1,0.0004991035707237818
FAM229A,0.017781683865522722
BSDC1,0.12695913692702793
ZBTB8OS,0.0032580783190117465
RBBP4,0.060444845605462795
YARS,0.3272849359007793
S100PBP,0.0007100835100984171
RNF19B,0.08275630992520785
AK2,0.04334739227838053
TRIM62,0.00270544766415651
ZNF362,0.07424980944053913
PHC2,0.12469004271556197
SMIM12,0.05648870101426186
ZMYM6,0.14219284745656752
ZMYM1,0.02798230591588322
SFPQ,0.3236695222937123
ZMYM4,0.020563754678568292
KIAA0319L,0.15596872489361813
TFAP2E,0.06171620055783501
PSMB2,0.017190752372017826
