,importance score
LINC01409,0.013103495451294168
LINC01128,0.002111236029996518
NOC2L,2.408255987263151e-05
HES4,0.04712195388571203
ISG15,0.052169453250351994
C1orf159,0.0283033587772351
TNFRSF18,0.0695949952347479
TNFRSF4,0.0899798343330267
SDF4,0.0027663678627896384
UBE2J2,0.0022737234706935883
ACAP3,0.23659292237763116
INTS11,0.0034546776353397294
DVL1,0.0016527471680202641
AURKAIP1,0.004714291134203007
CCNL2,0.002068139086595477
MRPL20,0.013631896497399137
ATAD3B,0.019424936565838047
ATAD3A,0.0668911909279521
SSU72,0.004885090092724538
AL645728.1,0.002459620670891444
MIB2,0.012877524525756523
MMP23B,0.015156258854496056
CDK11B,0.007519691078004003
SLC35E2B,0.009515947364830869
CDK11A,0.009716980253002426
SLC35E2A,0.015175191295131339
NADK,0.0004000129167950999
GNB1,0.05191164340847072
PRKCZ,0.029464237948108013
FAAP20,0.017926238784357673
SKI,0.09607625490814728
MORN1,0.02349877203556811
RER1,0.007810792163560113
PEX10,0.02501326534460557
PLCH2,0.002613634820326599
PANK4,0.0021787515093572374
AL139246.5,0.02753097940281667
TNFRSF14,0.007483962626614631
MEGF6,0.04962675920962966
TPRG1L,0.005911184397174342
WRAP73,0.07022413960683646
LRRC47,0.003022740620132733
CEP104,0.025462315207955787
DFFB,0.01188845931991241
C1orf174,0.019436229048986706
NPHP4,0.00866006752390624
KCNAB2,0.025428492669994526
RPL22,0.0332252023182102
ACOT7,0.019193542435124222
TNFRSF25,0.010381398263058369
NOL9,0.03917536506940551
ZBTB48,0.015058027642358777
KLHL21,0.02710843060965986
PHF13,0.031735187821241136
THAP3,0.0014850503400125027
DNAJC11,0.004258061198689126
CAMTA1,0.025726080518177655
VAMP3,0.026215877394564237
PER3,0.08782292291386659
PARK7,0.02217159541529955
ERRFI1,0.006377484736825361
RERE,0.15281577496976909
ENO1,0.02767818776157062
H6PD,0.008276711707058985
SPSB1,0.0036271245425947194
SLC25A33,0.026230040417254716
PIK3CD,0.02396359260505942
CLSTN1,0.007874670250734933
CTNNBIP1,0.0028186112859011673
LZIC,0.002731662153725267
UBE4B,0.019298086073049347
KIF1B,0.013059244843757601
PGD,0.0163806436219389
DFFA,0.008698357674885122
PEX14,0.046248538065856805
CASZ1,0.022058194349455232
TARDBP,0.02162876730629261
SRM,0.0007027007056255568
EXOSC10,0.014151563766616752
MTOR,0.024570757843195692
UBIAD1,0.0026194821052935692
FBXO44,0.05472703669323207
MAD2L2,0.028987155869183365
AGTRAP,0.08576911884145214
MTHFR,0.029226592129604156
CLCN6,0.002404224671817531
AL021155.5,0.0041037106924014435
KIAA2013,0.04161074088793843
PLOD1,0.009320005692362994
MFN2,0.07379749850355471
MIIP,0.005341253965895536
TNFRSF1B,0.002575303317824991
VPS13D,0.048144481176156745
DHRS3,0.0031646614383477956
PRDM2,0.06107352556367129
KAZN,0.008537357808616083
EFHD2,4.8610722973692595e-05
CASP9,0.01743313382157771
DNAJC16,0.005540848220347661
DDI2,0.1338783633152831
PLEKHM2,0.05430780925830018
AL450998.2,0.11124488790961637
SPEN,0.023846286999251426
ZBTB17,0.01991125674943931
FBXO42,0.01308219808791574
SZRD1,0.07692727148674207
NECAP2,0.010300648861808792
CROCC,0.012145099768753581
ATP13A2,0.00878243141884448
SDHB,0.006118074258063256
PADI4,0.005398204174158666
RCC2,0.06535430103045123
ARHGEF10L,0.005746012688156657
IFFO2,0.016352781902551017
UBR4,0.06326495145138236
EMC1-AS1,0.0017089662596660167
EMC1,0.0046913885327312145
AKR7A2,0.004754229178966941
CAPZB,0.1325816987695335
MICOS10,0.01862133418359603
AL031727.2,0.016692349921278684
NBL1,0.008274289616717107
TMCO4,0.01937684269987879
OTUD3,0.004785084647424094
CDA,0.0036769497660495425
PINK1-AS,0.010204990371138147
DDOST,0.0037039046660482097
HP1BP3,0.16384958440387706
EIF4G3,0.027845705268882033
ECE1,0.011054516985122262
USP48,0.04658058931914087
LINC00339,0.00011457478853502827
CDC42,0.015526897833696793
CDC42-AS1,0.007734235027967239
CDC42-IT1,0.020046221128134093
